Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Jan 25th, 2021",default-farmersmarket-4-3.jpg,300344,Kittery Community Market,,Michelle Gill,kitterycommunitymarket@gmail.com,2077038138,www.kitterycommunitymarket.com,facebook.com/kitterymarket,twitter.com/kitterymarket,,,,,"10 Shapleigh Road, Kittery , Maine 03904",Maine,Kittery,10 Shapleigh Road,03904,-70.736542,43.090021,June to November,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fish/seafood, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Pet food, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products"
farmers market,"Jan 8th, 2021",default-farmersmarket-4-3.jpg,300394,Bangor Farmers' Market,,Clayton Carter,clayton@failbetterfarm.com,(207) 951-5953,www.bangorfarmersmarket.org,www.facebook.com/bangorfarmersmarket,,,,,,"Corner of Franklin and Harlow Streets, Bangor, Maine 04401",Maine,Bangor,Corner of Franklin and Harlow Streets,04401,-68.771649,44.8039587,Year-round,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Dry beans, Eggs, Fresh/dried herbs, Juices/non-alcoholic ciders, Maple products, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Mar 21st, 2023",default-farmersmarket-4-3.jpg,310842,Bangor European Farmers' Market,,,,207-947-4232,https://bangormarket.wordpress.com,https://www.facebook.com/bangoreuropeanmarket,,,,,,"117 Buck St., Bangor, ME, 04401",Maine,Bangor,117 Buck St.,4401,-68.78137672892571,44.79115940175865,,
farmers market,"Mar 21st, 2023",default-farmersmarket-4-3.jpg,310843,Bar Harbor Eden Farmers Market,,,,,http://www.mdifarmersmarkets.com,http://www.facebook.com/pages/Bar-Harbors-Eden-Farmers-Market/127085057311193,,,,,,"21 Park Street (in parking lot at YMCA) Bar Harbor, ME 04609",Maine,BAR HARBOR,21 PARK ST,4609,-68.204257051922,44.382743030791154,,
farmers market,"Mar 21st, 2023",default-farmersmarket-4-3.jpg,310844,Blue Hill Farmers' Market,,,bluehillfarmersmarket@gmail.com,207-374-5273,http://bluehillfarmersmarket.com/,https://www.facebook.com/bluehillfarmersmarket,,,,,,"233 Ellsworth Rd., Blue Hill Fairgrounds, Blue Hill, ME, 04614",Maine,Blue Hill,233 Ellsworth Rd.,4614,-68.5753449240497,44.43032745599025,,
farmers market,"Mar 21st, 2023",default-farmersmarket-4-3.jpg,310845,Brewer Farmers' Market,,,joyce.benson@yahoo.com,207-948-5724,http://brewermaine.gov/community/brewer-farmers-market/,http://www.facebook.com/ShopBrewerFarmersMarket,,,,,,"318 Wilson St., Brewer Auditorium Parking Lot, Brewer, ME, 04412",Maine,Brewer,318 Wilson St.,4412,-68.75685069589218,44.78793288308237,,
farmers market,"Mar 21st, 2023",default-farmersmarket-4-3.jpg,310846,Bridgton Farmers' Market,,,,207-577-0643,http://www.bridgtonfarmersmarket.com,,,,,,,"15 Depot Streeet Bridgton, ME 04009",Maine,BRIDGTON,15 DEPOT ST,4009,-70.70294340468445,44.05374350472069,,
farmers market,"Mar 21st, 2023",default-farmersmarket-4-3.jpg,310847,Calais Farmers' Market,,,,207-454-3896,,https://www.facebook.com/calaisfarmersmarket,,,,,,"435 Main St., On the Green Across from the Library, Calais, ME, 04619",Maine,Calais,435 Main St.,4619,-67.27556100612192,45.1886728385473,,
farmers market,"Mar 21st, 2023",default-farmersmarket-4-3.jpg,310848,Casco Farmers' Market,,,,207-329-4598,http://www.cascofarmersmarket.com,,,,,,,"940 Meadow Road Casco, ME 04015",Maine,CASCO,940 ADOW RD,4015,-70.52168523310598,44.00338707815158,,
farmers market,"Mar 21st, 2023",default-farmersmarket-4-3.jpg,310849,Castine Farmers Market,,,,207-326-1014,,,,,,,,"432 The Shore Road Castine, ME 04421",Maine,CASTINE,432 SHORE RD,4421,-68.80143275652705,44.431080005273095,,
