Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Apr 14th, 2022",farmersmarket_301694_12016_20220414152155.png,301694,Brattleboro Winter Farmers' Market,"Weekly diverse indoor farmers market.  Local farm produce, meats, syrup, fresh baked goods, local cheeses, fruits, cider, pickles, preserves, handmade jewelry, pottery, soaps and more. SNAP shoppers turn $10 into $30! Open Every Saturday November through March 10:00 -2:00. ",Sherry Maher,farmersmarket@postoilsolutions.org,802-275-2835,,,,,,,,"60 Austine Dr, Brattleboro, VT 05301",Vermont,Brattleboro,60 Austine Dr,05301,-72.5778415,44.5588028,11/05/2022 to 03/25/2023,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Dairy products., Eggs, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products"
farmers market,"Apr 15th, 2022",farmersmarket_301703_14102_20220415184020.png,301703,Townshend Farmers Market,Weekly farmers market every Friday May- Oct,,,,westtownshend.org,https://www.facebook.com/townshendfarmersmarket,,,,,,"6573 Vermont 30, West Townshend, VT, USA",Vermont,West Townshend,6573 Vermont 30,05359,-72.7118174,43.0841926,,
farmers market,"Aug 3rd, 2020",default-farmersmarket-4-3.jpg,300452,The West River Farmers Market,,John Sawyer,westriverfarmersmarket@gmail.com,802-297-7775,westriverfarmersmarket.com,@westriverfarmersmarket,,,,,,"2242 N. Main St., Londonderry, Vermont 05148",Vermont,Londonderry,2242 N. Main St.,05148,-72.821619,43.228259,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Nursery stock, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products"
farmers market,"Aug 3rd, 2020",default-farmersmarket-4-3.jpg,300502,Caledonia Farmers Market Association - Danville,,Elizabeth Everts,cfmamanager@gmail.com,802-592-3088,https://www.caledoniafarmersmarket.com,https://www.facebook.com/Danville.VT.Farmers.Market/,,,,,,"Danville, Vermont 05828",Vermont,Danville,,05828,-72.140337,44.411036,June to October,"Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Aug 3rd, 2020",default-farmersmarket-4-3.jpg,300680,Vermont Farmers Market,,Lori Pinkowski,VFMRutland@gmail.com,8023424727,https://vtfarmersmarket.org/,The Vermont Farmers Market,@VFMRutland,,,,,"Depot Park (at the Walmart Shopping Plaza), Rutland , Vermont 05701",Vermont,Rutland,Depot Park (at the Walmart Shopping Plaza),05701,-72.980071,43.605826,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Pet food, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products, Wine, spirits, beer, hard cider"
farmers market,"Dec 29th, 2020",default-farmersmarket-4-3.jpg,300503,Caledonia Farmers Market Association - Winter,,Elizabeth Everts,cfmamanager@gmail.com,802-592-3088,https://www.caledoniafarmersmarket.com/,https://www.facebook.com/St.J.Farmers.Market/,,,,,,"Pearl St, St. Johnsbury, Vermont 05819",Vermont,St. Johnsbury,Pearl St,05819,-72.016831,44.417224,November to December,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fish/seafood, Fresh/dried herbs, Honey, Maple products, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wine, spirits, beer, hard cider"
farmers market,"Jan 11th, 2021",default-farmersmarket-4-3.jpg,301372,Champlain Islands Farmers' Market - Wednesday,,Patrick Helman,champlainislandsfarmersmkt@gmail.com,7168077457,https://champlainislandsfarmersmarket.org/,https://www.facebook.com/ChamplainIslandsFarmersMarket/,,,,,,"501 U.S Route 2, South Hero, Vermont 05486",Vermont,South Hero,501 U.S Route 2,05486,-73.323048,44.661841,May to September,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Crafts/woodworking items, Cut flowers, Eggs, Fresh/dried herbs, Honey, Maple products, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Wine, spirits, beer, hard cider"
farmers market,"Jan 25th, 2021",default-farmersmarket-4-3.jpg,300138,Chelsea Farmers' Market,,"Kate MacLean, Board Chair",manager@chelseafarmersmarket.org,802-685-7757,www.chelseafarmersmarket.org,https://www.facebook.com/chelseafarmersmarket,,,,,,"Corner of Rte 110 and Rte 113, Chelsea, Vermont 05038",Vermont,Chelsea,Corner of Rte 110 and Rte 113,05038,-72.44747,43.98878,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Jan 26th, 2021",default-farmersmarket-4-3.jpg,300538,Peacham Farmers Market,,Samantha Downing,Samantha9houde@gmail.com,8024732759,http://www.peachamfarmersmarket.com/,https://m.facebook.com/PeachamFarmersMarket/,,,,,,"555 Bayley Hazen Road, Peacham, Vermont 05862",Vermont,Peacham,555 Bayley Hazen Road,05862,-72.170037,44.327445,June to August,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Crafts/woodworking items, Dairy products., Maple products, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products"
farmers market,"Jul 14th, 2021",default-farmersmarket-4-3.jpg,301561,Champlain Islands Farmers' Market-Saturday,,Elizabeth Monley,emonley@comcast.net,8023723316,https://champlainislandsfarmersmarket.org/,https://www.facebook.com/ChamplainIslandsFarmersMarket,,,,,,"185 US Route 2, Grand Isle, Vermont 05458",Vermont,Grand Isle,185 US Route 2,05458,-73.294874,44.7968758,May,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Eggs, Fresh/dried herbs, Honey, Maple products, Mushrooms, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wine, spirits, beer, hard cider"
farmers market,"Jul 20th, 2020",default-farmersmarket-4-3.jpg,301158,Burlington Farmers Market,,Mieko Ozeki,burlingtonfarmersmarket.org@gmail.com,802-560-5904,https://www.burlingtonfarmersmarket.org/,https://www.facebook.com/BurlingtonFarmersMarketVT,,,,,,"345 Pine Street, Burlington, Vermont 05401",Vermont,Burlington,345 Pine Street,05401,-73.215415,44.469730,June to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fish/seafood, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Nuts, Pet food, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Tofu/non-animal protein, Wild harvested forest products, Wine, spirits, beer, hard cider"
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313286,Arlington Village Farmers Market,,,,802-430-9771,,,,,,,,"148 Rec Park Road, Arlington, Vermont 05250",Vermont,Arlington,148 Rec Park Road,5250,-73.15312601307087,43.08055299477678,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313287,Barre Farmers' Market,,,barrefarmersmarket@gmail.com,802-223-2456,http://barrefarmersmarketvt.com/,https://www.facebook.com/Barre-Vermont-Farmers-Market-202892449740043/timeline/,,,,,,"7 Jones Brother Rd., Vermont Grantie Museum , Barre, VT, 05641",Vermont,Barre,7 Jones Brother Rd.,5641,-72.52113897936472,44.2116669817882,,
