,fips,relevant_naics,estab,emp,payann
0,28,114111,3,23,734
1,28,113310,388,2844,109162
3,28,115114,3,105,2280
5,28,115112,69,184,10097
7,28,115210,5,142,3686
9,28,115310,51,63,2706
11,28,212321,10,99,4025
13,28,211120,33,241,17098
15,28,213111,27,279,12554
17,28,213112,115,875,52514
19,28,221122,117,0,0
21,28,221112,7,0,0
23,28,221210,7,158,10810
25,28,221113,6,0,0
26,28,221320,3,0,0
28,28,221310,292,1009,29782
30,28,238990,110,956,44244
32,28,236220,262,2918,160131
34,28,238310,49,605,27370
36,28,238210,379,3910,198960
38,28,238350,65,215,7718
40,28,238330,40,148,6150
42,28,238130,8,69,1977
44,28,238150,7,60,2155
46,28,237310,77,1774,90242
48,28,236210,3,44,1445
50,28,237210,18,36,1793
52,28,238140,29,177,5280
54,28,236117,83,376,20621
56,28,236116,3,10,403
58,28,236115,211,621,22082
60,28,237120,12,208,23033
62,28,238290,37,266,13608
64,28,238390,16,122,3737
66,28,238190,15,67,2512
68,28,237990,23,158,7091
70,28,238320,95,441,13997
72,28,238220,660,5549,235734
74,28,238110,39,47,2207
76,28,237130,21,889,65750
78,28,236118,229,684,19721
80,28,238160,70,784,32467
82,28,238170,11,21,947
84,28,238910,282,2186,103053
86,28,238120,8,142,7223
88,28,238340,13,25,841
90,28,237110,78,741,32522
92,28,314999,4,88,2754
94,28,311812,3,18,231
97,28,311119,3,79,4563
99,28,311615,6,6688,216754
101,28,311811,23,139,2043
103,28,311710,10,227,10533
105,28,322299,3,63,1269
107,28,321999,3,0,0
108,28,326199,21,729,31799
110,28,323111,68,596,23811
112,28,323113,17,48,1049
114,28,322211,10,790,43348
116,28,321912,3,45,1004
118,28,327991,3,10,297
120,28,325120,3,0,0
122,28,327390,8,109,3114
124,28,325412,3,153,5442
126,28,326111,3,0,0
127,28,325211,7,297,24415
129,28,327320,22,541,26539
131,28,322291,4,453,20011
133,28,321113,33,947,34464
135,28,326212,3,0,0
136,28,326150,17,1249,41959
138,28,321920,10,89,1967
140,28,321114,3,119,6227
142,28,332999,4,22,1594
144,28,339116,16,93,3562
146,28,332312,12,556,30873
148,28,333111,3,51,1102
150,28,332710,69,689,29088
153,28,337910,3,95,2212
155,28,332812,3,246,14832
157,28,332321,3,0,0
159,28,335312,3,421,21984
161,28,336360,4,1559,70503
164,28,333314,3,84,3835
166,28,332323,3,5,195
168,28,333318,4,18,994
170,28,336390,5,559,17923
172,28,335311,3,0,0
174,28,332721,3,30,3788
176,28,334220,3,0,0
178,28,332322,17,266,9858
180,28,336611,7,0,0
182,28,337215,11,361,9911
184,28,339950,19,82,2759
186,28,333514,3,41,1720
188,28,337121,51,13329,434130
190,28,337110,13,76,2584
192,28,423110,29,791,46690
194,28,423320,14,69,3502
196,28,423430,14,285,28257
198,28,423810,35,924,54713
200,28,424210,35,412,25877
202,28,423610,68,1373,79129
204,28,423820,68,631,35035
206,28,424910,81,819,44609
208,28,424460,6,17,1058
210,28,424930,3,0,0
212,28,424480,4,70,2831
214,28,423210,33,439,19349
216,28,424410,3,0,0
218,28,424510,13,130,6756
220,28,423710,16,122,8117
222,28,423220,10,171,12724
224,28,424130,6,86,6632
226,28,423830,148,1279,77683
228,28,423840,46,297,16309
230,28,423940,4,9,218
232,28,423310,48,754,41228
234,28,424470,3,0,0
236,28,423450,45,995,57726
238,28,424320,3,0,0
239,28,423510,25,330,14784
241,28,423140,4,50,1590
243,28,423120,53,1345,55042
245,28,423420,38,331,19981
247,28,424690,32,200,13546
249,28,423440,9,4,200
251,28,423390,5,22,1107
253,28,423690,19,185,13623
255,28,424490,101,1301,60648
257,28,423990,29,155,4539
259,28,424990,13,118,3552
261,28,424420,9,110,5375
263,28,424720,9,0,0
265,28,424710,18,208,12241
267,28,424310,11,108,4599
269,28,423720,22,165,9910
271,28,423930,39,303,13710
273,28,423740,3,6,384
274,28,423330,21,193,10903
276,28,423850,23,258,9782
278,28,423910,3,23,1648
280,28,424120,21,135,6421
282,28,423130,12,268,10740
284,28,423860,3,0,0
285,28,423730,41,240,13541
287,28,425120,159,860,35243
289,28,424820,4,193,11731
291,28,446199,78,586,20463
293,28,442299,103,948,14098
295,28,445299,4,10,121
297,28,441310,545,4451,102335
299,28,445291,8,69,782
301,28,445310,352,1140,20554
303,28,441222,18,114,3980
305,28,448130,59,486,5968
307,28,448150,38,238,3080
309,28,445292,7,54,540
311,28,445120,181,628,10122
313,28,446120,176,1241,19214
315,28,443142,133,1250,27368
317,28,448140,241,4783,60041
319,28,445220,3,0,0
320,28,442210,56,300,13142
322,28,446191,51,225,4596
324,28,445230,3,7,257
325,28,442110,201,1520,51734
327,28,447110,1856,11201,183859
329,28,444130,91,747,19201
331,28,444110,47,2623,63606
333,28,443141,46,311,8932
335,28,448310,96,652,17264
338,28,448110,45,277,6989
340,28,441228,46,350,12337
