Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
42038,00,118,1,26074,2
42038,00,65,210,0,2
42038,00,31,220,0,2
42038,00,14,230,0,2
42038,00,7,241,0,2
42038,23,14,1,0,2
42038,23,9,210,0,2
42038,42,5,1,0,2
42038,42,4,210,0,2
42038,44-45,19,1,0,2
42038,44-45,6,210,0,2
42038,44-45,9,220,0,2
42038,44-45,3,230,0,2
42038,48-49,4,1,0,2
42038,51,3,1,0,2
42038,51,3,210,0,2
42038,52,5,1,0,2
42038,52,3,210,0,2
42038,53,3,1,0,2
42038,53,3,210,0,2
42038,54,8,1,0,2
42038,54,6,210,0,2
42038,56,7,1,0,2
42038,56,3,210,0,2
42038,56,3,220,0,2
42038,62,11,1,0,2
42038,62,7,210,0,2
42038,72,18,1,0,2
42038,72,8,210,0,2
42038,72,5,220,0,2
42038,72,3,230,0,2
42038,81,13,1,0,2
42038,81,10,210,0,2
