	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
0	46	999	Statewide	11	Cotton ginning	46	115111	1.0	1.0
4	46	999	Statewide	11	Finfish fishing	46	114111	3.0	1.4
8	46	999	Statewide	11	Shellfish fishing	46	114112	2.0	1.0
12	46	999	Statewide	21	Bituminous coal and lignite surface mining	46	212111	4.0	2.0
16	46	999	Statewide	21	Crushed and broken limestone mining and quarrying	46	212312	10.0	5.0
17	46	999	Statewide	21	Dimension stone mining and quarrying	46	212311	6.0	3.0
18	46	999	Statewide	21	Drilling oil and gas wells	46	213111	2.0	1.3333333333333333
19	46	999	Statewide	21	Gold ore mining	46	212221	5.75	2.8
20	46	999	Statewide	21	Industrial sand mining	46	212322	2.0	1.0
22	46	999	Statewide	21	Support activities for coal mining	46	213113	1.0	1.0
23	46	999	Statewide	21	Support activities for nonmetallic minerals (except fuels) mining	46	213115	4.0	2.0
25	46	999	Statewide	22	Biomass electric power generation	46	221117	1.0	1.0
26	46	999	Statewide	22	Electric bulk power transmission and control	46	221121	10.25	5.75
29	46	999	Statewide	22	Geothermal electric power generation	46	221116	1.0	1.0
32	46	999	Statewide	22	Solar electric power generation	46	221114	1.0	1.0
34	46	999	Statewide	22	Wind electric power generation	46	221115	2.0	1.5
66	46	999	Statewide	31	All other leather good and allied product manufacturing	46	316998	4.0	1.8
70	46	999	Statewide	31	Apparel accessories and other apparel manufacturing	46	315990	1.0	1.0
71	46	999	Statewide	31	Bottled water manufacturing	46	312112	2.0	1.3333333333333333
74	46	999	Statewide	31	Commercial bakeries	46	311812	10.25	4.4
76	46	999	Statewide	31	Cookie and cracker manufacturing	46	311821	2.0	1.0
77	46	999	Statewide	31	Curtain and linen mills	46	314120	5.0	2.2
78	46	999	Statewide	31	Cut and sew apparel contractors	46	315210	10.0	4.2
79	46	999	Statewide	31	Distilleries	46	312140	3.0	2.0
80	46	999	Statewide	31	Dog and cat food manufacturing	46	311111	10.0	4.0
81	46	999	Statewide	31	Dry pasta, dough, and flour mixes manufacturing from purchased flour	46	311824	2.0	1.0
82	46	999	Statewide	31	Dry, condensed, and evaporated dairy product manufacturing	46	311514	2.0	1.0
83	46	999	Statewide	31	Fabric coating mills	46	313320	2.0	2.0
84	46	999	Statewide	31	Flour milling	46	311211	1.0	1.0
85	46	999	Statewide	31	Fluid milk manufacturing	46	311511	4.0	2.0
86	46	999	Statewide	31	Frozen specialty food manufacturing	46	311412	5.0	2.2
87	46	999	Statewide	31	Ice cream and frozen dessert manufacturing	46	311520	1.0	1.0
89	46	999	Statewide	31	Leather and hide tanning and finishing	46	316110	1.0	1.0
90	46	999	Statewide	31	Mayonnaise, dressing, and other prepared sauce manufacturing	46	311941	2.0	1.0
91	46	999	Statewide	31	Meat processed from carcasses	46	311612	22.0	9.4
93	46	999	Statewide	31	Nonwoven fabric mills	46	313230	2.0	1.0
95	46	999	Statewide	31	Other cut and sew apparel manufacturing	46	315280	1.0	1.0
96	46	999	Statewide	31	Other snack food manufacturing	46	311919	5.0	2.2
97	46	999	Statewide	31	Perishable prepared food manufacturing	46	311991	4.0	1.6
99	46	999	Statewide	31	Rendering and meat byproduct processing	46	311613	1.0	1.0
101	46	999	Statewide	31	Roasted nuts and peanut butter manufacturing	46	311911	1.0	1.0
102	46	999	Statewide	31	Soft drink manufacturing	46	312111	3.0	1.25
104	46	999	Statewide	31	Specialty canning	46	311422	1.0	1.0
105	46	999	Statewide	31	Textile and fabric finishing mills	46	313310	3.0	1.8
107	46	999	Statewide	31	Tobacco manufacturing	46	312230	1.0	1.0
108	46	999	Statewide	31	Tortilla manufacturing	46	311830	2.0	1.0
110	46	999	Statewide	31	Women's handbag and purse manufacturing	46	316992	1.0	1.0
111	46	999	Statewide	32	All other converted paper product manufacturing	46	322299	2.0	1.0
115	46	999	Statewide	32	All other petroleum and coal products manufacturing	46	324199	2.0	1.0
