Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
on-farm market,"Apr 6th, 2020",default-onfarmmarket-4-3.jpg,701515,WCF Neighborhood Farmers Market,,Wolf Kuhlemeier,Wolf@wcfarmstx.com,8069069055,Wcfarmstx.com,@wcfarmstx,,,,,,"5301 County Road 1260, Lubbock, Texas 79407",Texas,Lubbock,5301 County Road 1260,79407,-102.03007,33.544297,,
on-farm market,"Aug 11th, 2014",default-onfarmmarket-4-3.jpg,700829,Taylor Farm,,Ward & Jill Taylor,taylorstxfarm@gmail.com,512-229-7446,Taylor farm.org,Www.facebook.com/taylorstxfarm,,,,,,"1003 private rd 3081, Lexington , Texas 78947",Texas,Lexington,1003 private rd 3081,78947,-97.158258,30.384445,,
on-farm market,"Aug 12th, 2014",default-onfarmmarket-4-3.jpg,700830,Munkebo Farm,,Germaine Swenson,germaine.swenson@gmail.com,512-278-0908,www.munkebofarm.com,,,,,,,"20826 Blake Manor Rd., Manor, Texas 78653",Texas,Manor,20826 Blake Manor Rd.,78653,-97.482753,30.2618250,,
on-farm market,"Aug 12th, 2023",onfarmmarket_701486_12618_20230812133114.png,701486,Hope Farms Market,"Hope Farms is a seven acre farm located in the heart of Houston\'s Sunnyside neighborhood where we grow healthy food, train veterans and others to become professional farmers, teach children and adults how to grow and cook healthy food and provide a gathering place for neighbors near and far to learn about and celebrate local food. Visit our market stand every Saturday from 9-1 to purchase freshly harvested produce, or our once-a-month First Wednesday evening market with local artisan vendors, fresh produce, and fun activities! Located on the corner of Airport and Scott Street.",Gracie Cavnar,Gracie@recipe4success.org,713-520-0443,Www.hopefarmshtx.org,https://www.facebook.com/HopeFarmsHTX,,https://www.instagram.com/r4sfoundation/,,,,"10401 Scott Street, Houston , Texas 77051",Texas,Houston,10401 Scott Street,77051,-95.367588,29.645582,Year-round,"Fresh fruits, Fresh vegetables, Bedding plants, Cut flowers, Eggs, Fresh/dried herbs, Honey"
on-farm market,"Aug 14th, 2014",default-onfarmmarket-4-3.jpg,700392,Dewberry Hills Farm,,Jane Levan,buychicken@verizon.net,512-308-7706,www.dhfarms.com,https://www.facebook.com/pages/Dewberry-Hills-Farm/282475245128234,,,,,,"5619 FM 1624, Lexington, Texas 78947",Texas,Lexington,5619 FM 1624,78947,-97.027186,30.403759,,
on-farm market,"Aug 14th, 2014",default-onfarmmarket-4-3.jpg,700508,Mandujano Brothers,,Veronica Mandujano,coyanosapumpkins@yahoo.com,432-343-2669,,www.facebook.com/mandujanobrothersproduce,,,,,,"FM 1776 And Watermelon Row, Coyanosa, Texas 79730",Texas,Coyanosa,FM 1776 And Watermelon Row,79730,-103.06756,31.263145,,
on-farm market,"Aug 26th, 2014",default-onfarmmarket-4-3.jpg,700952,Bar M Ranch,,Matt Schiel,bmrcattle@yahoo.com,936-697-1401,www.bmrcattle.com,https://www.facebook.com/pages/Bar-M-Ranch/138325886265765,,,,,,"26319 Decker Prairie Rosehill Rd., Magnolia, Texas 77355",Texas,Magnolia,26319 Decker Prairie Rosehill Rd.,77355,-95.672724,30.125433,,
on-farm market,"Aug 27th, 2014",default-onfarmmarket-4-3.jpg,700281,Lund Produce Co. Branchgrove Farms,,Kevin Lundgren,lundproduce@gmail.com,512-845-0267,,,,,,,,"15906 County Line Rd., Elgin, Texas 78621",Texas,Elgin,15906 County Line Rd.,78621,-97.390609,30.394821,,
on-farm market,"Aug 28th, 2014",default-onfarmmarket-4-3.jpg,700471,Stoney Brook Farm,,Louis Duffield,stoneybrookfrm@sbcglobal.net,936 569 4859,Stoneybrookfrm@sbcglobal,,,,,,,"6427 South Farm Road 225, Nacogdoches, Texas 75964",Texas,Nacogdoches,6427 South Farm Road 225,75964,-94.503789,31.4432005,,
on-farm market,"Aug 28th, 2014",default-onfarmmarket-4-3.jpg,700968,Spoiled Hen Coop and Run,,Wayne DuBose,wwdubose@yahoo.com,9366373568,,,,,,,,", Diboll, Texas",Texas,Diboll,,,-94.768853,31.261484,,
on-farm market,"Aug 31st, 2014",default-onfarmmarket-4-3.jpg,701001,Grapevine Farms,,Paul Thomas,paul@grapevinefarms.org,3256657818,www.grapevinefarms.com,grapevinefarms,,,,,,"2826 West Lake Road Abilene, Texas 79601",Texas,Abilene,"2826 West Lake Road,",79601,-99.725288,32.4825850,,
on-farm market,"Aug 5th, 2015",default-onfarmmarket-4-3.jpg,701291,Moleyville Farms,,Travis Moles,tlmoles@icloud.com,817-846-1047,,,,,,,,"672 fm 4116, Campbell , Texas 75422",Texas,Campbell,672 fm 4116,75422,-95.888151,33.144244,,
on-farm market,"Feb 6th, 2016",default-onfarmmarket-4-3.jpg,701314,Honey's Acres Farm,,Carolyn White,honeysacresfarm@gmail.com,972 741-8791,,Honey\'s Acres Farm,,,,,,"1350 Stoney Creek Dr, Cedar Hill, Texas 75104",Texas,Cedar Hill,1350 Stoney Creek Dr,75104,-96.937545,32.561252,,
on-farm market,"Feb 8th, 2019",default-onfarmmarket-4-3.jpg,701470,Texas US Farms,,Rachel Leveridge,texasusfarms@gmail.com,979-213-8320,www.texasusfarms.com,https://www.facebook.com/TexasUSfarms/?ref=bookmarks,,,,,,"15631 Autumn Oaks Ln, Iola, Texas 77861",Texas,Iola,15631 Autumn Oaks Ln,77861,-96.110927,30.699648,,
