	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	10001	10	1	Kent County	113310	Logging	11	0500000US10001	1.0	0.0	0.0	16.0	154.0	1.0	16.0	154.0	1.0
1	10001	10	1	Kent County	113310	Logging	11	0500000US10001	1.0	0.0	0.0	16.0	154.0	1.0	0.0	153.0	1.0
2	10001	10	1	Kent County	113310	Logging	11	0500000US10001	1.0	0.0	0.0	0.0	153.0	1.0	16.0	154.0	1.0
3	10001	10	1	Kent County	113310	Logging	11	0500000US10001	1.0	0.0	0.0	0.0	153.0	1.0	0.0	153.0	1.0
4	10001	10	1	Kent County	114111	Finfish fishing	11	0500000US10001	1.0	0.0	0.0	0.0	22.5	1.0	0.0	22.5	1.0
5	10001	10	1	Kent County	114111	Finfish fishing	11	0500000US10001	1.0	0.0	0.0	0.0	22.5	1.0	0.8380952380952381	3.080952380952381	1.0
6	10001	10	1	Kent County	114111	Finfish fishing	11	0500000US10001	1.0	0.0	0.0	0.4166666666666666	-16.958333333333336	1.0	0.0	22.5	1.0
7	10001	10	1	Kent County	114111	Finfish fishing	11	0500000US10001	1.0	0.0	0.0	0.4166666666666666	-16.958333333333336	1.0	0.8380952380952381	3.080952380952381	1.0
8	10001	10	1	Kent County	114112	Shellfish fishing	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
9	10001	10	1	Kent County	114112	Shellfish fishing	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
10	10001	10	1	Kent County	114112	Shellfish fishing	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
11	10001	10	1	Kent County	114112	Shellfish fishing	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
12	10001	10	1	Kent County	114210	Hunting and trapping	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
13	10001	10	1	Kent County	114210	Hunting and trapping	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
14	10001	10	1	Kent County	114210	Hunting and trapping	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
15	10001	10	1	Kent County	114210	Hunting and trapping	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
16	10001	10	1	Kent County	115112	Soil preparation, planting, and cultivating	11	0500000US10001	2.0	0.0	0.0	4.571428571428571	204.28571428571428	1.0	4.571428571428571	204.28571428571428	1.0
17	10001	10	1	Kent County	115112	Soil preparation, planting, and cultivating	11	0500000US10001	2.0	0.0	0.0	4.571428571428571	204.28571428571428	1.0	1.0952380952380951	101.84761904761903	0.6666666666666666
18	10001	10	1	Kent County	115112	Soil preparation, planting, and cultivating	11	0500000US10001	2.0	0.0	0.0	1.6428571428571428	152.77142857142857	1.0	4.571428571428571	204.28571428571428	1.0
19	10001	10	1	Kent County	115112	Soil preparation, planting, and cultivating	11	0500000US10001	2.0	0.0	0.0	1.6428571428571428	152.77142857142857	1.0	1.0952380952380951	101.84761904761903	0.6666666666666666
20	10001	10	1	Kent County	115113	Crop harvesting, primarily by machine	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
21	10001	10	1	Kent County	115113	Crop harvesting, primarily by machine	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
22	10001	10	1	Kent County	115113	Crop harvesting, primarily by machine	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
23	10001	10	1	Kent County	115113	Crop harvesting, primarily by machine	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
24	10001	10	1	Kent County	115114	Postharvest crop activities (except cotton ginning)	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
25	10001	10	1	Kent County	115114	Postharvest crop activities (except cotton ginning)	11	0500000US10001	1.0	0.0	0.0	0.0	0.0	1.0	1.3333333333333333	146.93333333333334	0.8
26	10001	10	1	Kent County	115114	Postharvest crop activities (except cotton ginning)	11	0500000US10001	1.0	0.0	0.0	1.6666666666666663	183.66666666666663	1.0	0.0	0.0	1.0
27	10001	10	1	Kent County	115114	Postharvest crop activities (except cotton ginning)	11	0500000US10001	1.0	0.0	0.0	1.6666666666666663	183.66666666666663	1.0	1.3333333333333333	146.93333333333334	0.8
