,fips,relevant_naics,estab,emp,payann
0,34,11,222,1068,41281
2,34,21,59,639,47822
4,34,22,364,14814,1788567
6,34,23,21618,157183,11459058
8,34,42,13718,266685,25292553
10,34,51,3818,87674,8885993
12,34,52,11529,186133,23096069
14,34,53,9525,59994,3642722
16,34,54,28806,311914,28501017
18,34,55,1567,117452,15427311
20,34,56,14119,221469,9574812
22,34,61,3866,105566,4088719
24,34,62,28080,597670,29850462
26,34,71,3844,65544,1960388
28,34,72,21549,322495,6690222
30,34,81,24008,155833,4930286
32,34,99,180,256,9815
