Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Apr 26th, 2021",default-farmersmarket-4-3.jpg,301492,Athol Farmers Market,,Nikki Darden Conley,abcfarmersmarket@gmail.com,2087719908,,https://www.facebook.com/Atholfarmersmarket,,,,,,"30355 N 3rd Street, Athol, Idaho 83801",Idaho,Athol,30355 N 3rd Street,83801,-116.70790,47.944594,May to September,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Honey, Maple products, Nursery stock, Nuts, Pet food, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wine, spirits, beer, hard cider"
farmers market,"Feb 9th, 2021",default-farmersmarket-4-3.jpg,301434,Gooding Farmer's Market,,Melanie A Gallup,Melgallup@callousedhandsbounty.com,2083582027,,GoodingFarmersMarket,,,,,,"Corner of 13th and Main, Gooding, Idaho 83330",Idaho,Gooding,Corner of 13th and Main,83330,-114.71252,42.932194,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Grains/flour, Honey, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Jan 17th, 2022",default-farmersmarket-4-3.jpg,301630,Latah Farmers Market,,,latahfarmersmarket@hotmail.com,208-827-3363,http://www.latahfarmersmarket.com/,https://www.facebook.com/latahfarmersmarket,,,,,,"State Highway 8, Troy, ID, Idaho 83871",Idaho,"Troy, ID",State Highway 8,83871,-116.77598,46.736826,June to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Juices/non-alcoholic ciders, Nursery stock, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Jan 4th, 2021",default-farmersmarket-4-3.jpg,300214,Idaho Falls Farmers' Market,,Junean Stoddard,idahofallsfarmersmarket@gmail.com,208-339-3230,www.idahofallsfarmersmarket.org/,https://www.facebook.com/pages/Idaho-Falls-Farmers-Market/83193557893,,,,,,"A - D St. Memorial Drive, Idaho Falls, Idaho 83402",Idaho,Idaho Falls,A - D St. Memorial Drive,83402,-112.04250,43.494592,December,"Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Jul 17th, 2020",default-farmersmarket-4-3.jpg,301157,Donnelly Farmers Market,,elizabeth jones,donnellyfarmersmarket@gmail.com,2083153616,n/a,donnelly farmers market,,,,,,"FW Gestrin and E. Roseberry Rd, donnelly, Idaho 83615",Idaho,donnelly,FW Gestrin and E. Roseberry Rd,83615,-116.07672,44.730034,,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Eggs, Fresh/dried herbs, Honey, Poultry/fowl meat and products, Soap/body care products"
farmers market,"Jun 9th, 2021",default-farmersmarket-4-3.jpg,301531,Farm to Fork Farmers' Market,,Valerie Armas,valerie@destinationcaldwell.com,2086495010,https://www.indiancreekplaza.com/farm-to-fork-farmers-market,https://www.facebook.com/farmtoforkfarmersmarketcaldwell,,,,,,"120 S Kimball Ave, Caldwell, Idaho 83605",Idaho,Caldwell,120 S Kimball Ave,83605,-116.68885,43.666163,May to September,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Crafts/woodworking items, Cut flowers, Dairy products., Eggs, Fish/seafood, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Mushrooms, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wine, spirits, beer, hard cider"
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309671,12th Avenue Farmers' Market,,,caroland66@homail.com,208-731-6634,,https://www.facebook.com/12th-Avenue-Farmers-Market-788197337865518,,,,,,"1030 Burley Ave., Buhl, ID, 83316",Idaho,Buhl,1030 Burley Ave.,83316,-114.75785334504903,42.593440678866635,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309672,ABC Farmers Market,,,,208-818-0208,,http://www.facebook.com/abcfarmersmarket,,,,,,"30355 N 3rd St Athol, ID 83801 Located in Athol City Park beside the library.",Idaho,ATHOL,30355 3RD ST,83801,-116.70675248129643,47.94723013733398,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309673,Alpha Nursery Farmer's Market,,,,208-382-5742,http://www.alpha-nursery.com,,,,,,,"12 Alpha Lane Cascade, ID 83611",Idaho,CASCADE,12 ALPHA LN,83611,-115.99789685085412,44.42506621532688,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309674,American Falls Farmers Market,,,,208-226-5610,,http://www.facebook.com/AmFallsFarmersMarket,,,,,,"171 Idaho Street (City Park) American Falls, ID 83211",Idaho,AMERICAN FALLS,171 AHO ST,83211,-112.85535294929592,42.78466323130501,,
