Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
29385,00,93,1,60898,2
29385,00,49,210,0,2
29385,00,14,220,0,2
29385,00,16,230,0,2
29385,00,6,241,0,2
29385,00,7,242,0,2
29385,23,12,1,0,2
29385,23,7,210,0,2
29385,23,3,220,0,2
29385,31-33,7,1,0,2
29385,42,13,1,0,2
29385,42,3,210,0,2
29385,42,3,230,0,2
29385,44-45,14,1,0,2
29385,44-45,8,210,0,2
29385,44-45,4,230,0,2
29385,48-49,4,1,0,2
29385,56,12,1,0,2
29385,56,9,210,0,2
29385,62,6,1,0,2
29385,62,4,230,0,2
29385,71,3,1,0,2
29385,72,3,1,0,2
29385,81,14,1,0,2
29385,81,11,210,0,2
