Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Apr 14th, 2022",farmersmarket_301691_10961_20220414051418.png,301691,Corvallis Indoor Winter Market,"The Corvallis Indoor Winter Market's 14-week season helps create a nearly year-round locally grown food experience in this part of Oregon's Willamette Valley. Offerings include produce, mushrooms, grains, dried beans, eggs, honey, meat and poultry, fish, baked goods, plants/trees, cheese, milk, ice cream, tamales, pupusas and artisan goods.",Lynne Miller,cowgirllmiller@gmail.com,541-740-0214,https://corvalliswintermarket.wordpress.com/,https://www.facebook.com/Corvallis.Indoor.Winter.Market,,,,,,"110 Southwest 53rd Street, Corvallis, OR, USA",Oregon,Corvallis,110 Southwest 53rd Street,97333,-123.3133643,44.5682522,01/08/2022 to 04/09/2022,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fish/seafood, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Mushrooms, Nursery stock (trees), Nuts, Pet food, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products, Wine, spirits, beer, hard cider"
farmers market,"Apr 18th, 2022",farmersmarket_5817_14055_20220317172514.png,5817,South Valley Farmers Market,"The South Valley Farmers Market in Cottage Grove, Oregon features small scale food and craft producers of the southern Willamette Valley.  Join us on Saturdays to shop, experience the season and region through farm food & crafts. Hear live music from local musicians each week.",Karen Bentson,manager@southvalleyfarmersmarket.org,5413577507,www.southvalleyfarmersmarket.org,https://www.facebook.com/CottageGroveFarmersMarket,,https://www.instagram.com/southvalleyfarmersmarket/,,,,"North 7th Street & East Main Street, Cottage Grove, OR, USA",Oregon,Cottage Grove,North 7th Street & East Main Street,97424,-123.06096,43.7972757,,
farmers market,"Apr 21st, 2020",default-farmersmarket-4-3.jpg,301084,Montavilla Farmers Market,,Alison DeLancey,manager@montavillamarket.org,5413010477,www.montavillamarket.org,https://www.facebook.com/MontavillaMarket/,https://twitter.com/Montavillamkt,,,,,"7700 Block of SE Stark Street, Portland, Oregon 97215",Oregon,Portland,7700 Block of SE Stark Street,97215,-122.58431,45.519002,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Dry beans, Eggs, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Mushrooms, Nuts, Pet food, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Wild harvested forest products, Wine, spirits, beer, hard cider"
farmers market,"Apr 21st, 2022",farmersmarket_301716_14114_20220421062852.png,301716,Clatskanie Farmers Market,"Nestled in a small rural town along the banks of the Clatskanie River, the Clatskanie Farmers Market is a great place to stop on the way to the coast. The small market offers a rich array of local artisans, crafters, and small scale food producers who grow in the fertile soil of the Clatskanie River Valley.  ""the coolest little market in oregon""",Becky White,cfmmarketmanager@gmail.com,503.298.3681,www.clatskaniefarmersmarket.com,https://www.facebook.com/clatskaniefarmersmarket,,https://www.instagram.com/clastkaniefarmersmarket/,https://www.pinterest.com/clatskaniefm,https://www.youtube.com/channel/UClAr0nmP9BJVc8ASGJWXYMQ/featured,,"60 Lillich Street, Clatskanie, OR, USA",Oregon,Clatskanie,60 Lillich Street,97016,-123.2020058,46.1053955,06/04/2022 to 09/24/2022,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Crafts/woodworking items, Eggs, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Mushrooms, Nursery stock (trees), Prepared foods, Soap/body care products, Wild harvested forest products"
farmers market,"Apr 6th, 2020",default-farmersmarket-4-3.jpg,301074,The Original Gresham Farmers Market,,Jon Berlin,Manager@Greshamfarmersmarket.com,971-303-2248,https://www.greshamfarmersmarket.com/,https://www.facebook.com/GreshamFarmersMarket,https://twitter.com/greshamfarmersmarket,,,,,"401 NE Second St., Gresham , Oregon 97030",Oregon,Gresham,401 NE Second St.,97030,-122.42697,45.499582,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fish/seafood, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Nursery stock, Nuts, Pet food, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products, Wine, spirits, beer, hard cider"
farmers market,"Dec 18th, 2020",default-farmersmarket-4-3.jpg,301359,Hillsdale Farmers' Market,,Eamon F Molloy,contact@hillsdalefarmersmarket.com,5034756555,http://www.hillsdalefarmersmarket.com,https://www.facebook.com/HillsdaleFM/,https://twitter.com/HillsdaleFM,,,https://www.instagram.com/hillsdalefm/,,"1405 SW Vermont St, Portland, Oregon 97219",Oregon,Portland,1405 SW Vermont St,97219,-122.69280,45.477581,,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Dry beans, Eggs, Fish/seafood, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Mushrooms, Nursery stock, Nuts, Poultry/fowl meat and products, Red/other non-poultry meat and products, Wild harvested forest products"
farmers market,"Dec 6th, 2021",default-farmersmarket-4-3.jpg,301613,Forest Grove Farmers Market,,Sage Fairman,farmersmarket@adelantemujeres.org,503-992-0078,https://www.adelantemujeres.org/forest-grove-farmers-market,https://www.facebook.com/fgfm1,,,,,,"2030 Main St, Forest Grove, Oregon 97116",Oregon,Forest Grove,2030 Main St,97116,-123.11204,45.520653,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fish/seafood, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Nuts, Pet food, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products, Wine, spirits, beer, hard cider"
farmers market,"Dec 6th, 2021",default-farmersmarket-4-3.jpg,301614,Cornelius Farmers Market,,Sage Fairman,farmersmarket@adelantemujeres.org,503-992-0078,https://www.adelantemujeres.org/cornelius-farmers-market,https://www.facebook.com/CorneliusFarmersMarket,,,,,,"1370 N Adair St, Cornelius, Oregon 97113",Oregon,Cornelius,1370 N Adair St,97113,-123.05516,45.521314,June to September,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Dairy products., Eggs, Fish/seafood, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Nuts, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Wine, spirits, beer, hard cider"
farmers market,"Feb 5th, 2022",default-farmersmarket-4-3.jpg,301646,Albany Farmers' Market,,Rebecca Landis,cafm@locallygrown.org,5417401542,P.O. Box 2602,https://www.facebook.com/Albany.OR.Farmers.Market,,,,,,"4th & Ellsworth, Albany, Oregon 97321",Oregon,Albany,4th & Ellsworth,97321,-123.10609,44.635052,April to November,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Dairy products., Dry beans, Eggs, Fish/seafood, Fresh/dried herbs, Grains/flour, Honey, Mushrooms, Nuts, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wild harvested forest products"
farmers market,"Jan 18th, 2021",default-farmersmarket-4-3.jpg,301380,North Albany Farmer's Market,,North Albany Farmer's Market,info@northalbanyfarmersmarket.com,5417406141,http://northalbanyfarmersmarket.com/,https://www.facebook.com/NAlbanyFarmermarket/,,,,,,"6980 nw hwy 20, Albany, Oregon 97321",Oregon,Albany,6980 nw hwy 20,97321,-123.17882,44.636640,February to April,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Dry beans, Eggs, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Mushrooms, Nuts, Poultry/fowl meat and products, Red/other non-poultry meat and products, Soap/body care products"
