Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Apr 6th, 2022",default-farmersmarket-4-3.jpg,301529,Historic Lewes Farmers Market,,Helaine Harris,info@historiclewesfarmersmarket.orgi,3026441436,www.historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,,,"36707 Crooked Hammock Way, Lewes, Delaware 19958",Delaware,Lewes,36707 Crooked Hammock Way,19958,-75.150657,38.746394,June to September,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Cut flowers, Eggs, Fresh/dried herbs, Honey, Pet food, Poultry/fowl meat and products, Prepared foods, Soap/body care products"
farmers market,"Apr 6th, 2022",default-farmersmarket-4-3.jpg,301530,Historic Lewes Farmers Market,,Helaine Harris,info@historiclewesfarmersmarket.org,3026441436,www.historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,,,"820 Savannah Road, Lewes, Delaware, USA",Delaware,Lewes,820 Savannah Road,19958,-75.14353369999999,38.77009639999999,October to November,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Dry beans, Eggs, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Mushrooms, Nursery stock, Pet food, Poultry/fowl meat and products, Prepared foods, Soap/body care products"
farmers market,"Aug 3rd, 2020",default-farmersmarket-4-3.jpg,300377,Capital City Farmers Market,,Brynn Voshell,brynn@downtowndoverpartnership.com,302-678-2940,http://www.downtowndoverpartnership.com/,https://www.facebook.com/capitalcityfarmersmarket/,,,,,,"126 West Loockerman Street (Loockerman Way Plaza), Dover, Delaware 19904",Delaware,Dover,126 West Loockerman Street,19904,-75.526229,39.1576541,June to September,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Crafts/woodworking items, Cut flowers, Eggs, Fresh/dried herbs, Poultry/fowl meat and products, Soap/body care products"
farmers market,"Jan 27th, 2021",default-farmersmarket-4-3.jpg,301410,"Bethany Beach Farmers' Market, Inc.",,doug mowrey,dougmowrey@gmail.com,3017170492,https://bethanybeachfarmersmarket.com/,https://www.facebook.com/bethanybeachfarmersmarket,@BBFarmersMarket,,,,,"601 castle court, Bethany Beach, Delaware 19930",Delaware,Bethany Beach,601 castle court,19930,-75.056515,38.538397,June to September,"Fresh fruits, Fresh vegetables, Baked goods, Cut flowers, Honey, Juices/non-alcoholic ciders, Mushrooms, Soap/body care products"
farmers market,"Jun 10th, 2021",default-farmersmarket-4-3.jpg,301533,Historic Lewes Farmers Market,,helaine harris,info@historiclewesfarmersmarket.org,3026441436,P.O. Box 185,https://www.facebook.com/historiclewesfarmersmarket,,,,,,"Dupont and Johnson Avenues, Lewes, Delaware 19958",Delaware,Lewes,Dupont and Johnson Avenues,19958,-75.147503,38.772404,May to September,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Cut flowers, Dairy products., Eggs, Fish/seafood, Fresh/dried herbs, Honey, Mushrooms, Poultry/fowl meat and products, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309258,Bellefonte DE Farmers Market,,,,,http://bellefontefarmersmarket.com,,,,,,,"912 Brandywine Blvd. Wilmington, DE 19809",Delaware,WILMINGTON,912 BRANDYWINE BLVD,19809,-75.49992175841987,39.76650693647244,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309259,Bellefonte Farmers Market,,,,302-762-1391x101,,,,,,,,"500 Duncan Rd., Wilmington, DE, 19809",Delaware,Wilmington,500 Duncan Rd.,19809,-75.49738622060673,39.77195960273759,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309260,Bethany Beach Farmers' Market,,,dougmowrey@gmail.com,,http://www.bethanybeachfarmersmarket.com/,,,,,,,"Garfield Pkwy. and Pennsylvania Ave., Bethany Beach, DE, 19930",Delaware,Bethany Beach,Garfield Pkwy. and Pennsylvania Ave.,19930,-75.05718998380806,38.53821999790995,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309261,Delaware Avenue Farmers Market,,,lee-advisor@operamail.com,302-562-5132,https://delawareave.wordpress.com/farmers-market/,https://www.facebook.com/Delaware-Avenue-Farmers-Market-253512674785530/,,,,,,"1727 Delaware Ave., Wilmington, DE, 19806",Delaware,Wilmington,1727 Delaware Ave.,19806,-75.56298105603395,39.758451717849816,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309262,Delaware City Farmers' Market & Galleria,,,Renwalof48@yahoo.com,302-834-5407,,https://www.facebook.com/DCFAF,,,,,,"86 Clinton St., Delaware City, DE, 19706",Delaware,Delaware City,86 Clinton St.,19706,-75.5891394457839,39.57805590594465,,
