Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
49677,00,163,1,148177,2
49677,00,78,210,0,2
49677,00,37,220,0,2
49677,00,25,230,0,2
49677,00,13,241,0,2
49677,00,6,242,0,2
49677,00,3,252,0,2
49677,23,20,1,0,2
49677,23,13,210,0,2
49677,23,4,220,0,2
49677,31-33,13,1,0,2
49677,31-33,4,210,0,2
49677,31-33,3,241,0,2
49677,31-33,3,242,0,2
49677,42,3,1,0,2
49677,44-45,28,1,0,2
49677,44-45,11,210,0,2
49677,44-45,10,220,0,2
49677,44-45,5,230,0,2
49677,52,12,1,0,2
49677,52,6,210,0,2
49677,52,4,220,0,2
49677,53,3,1,0,2
49677,53,3,210,0,2
49677,54,12,1,0,2
49677,54,7,210,0,2
49677,54,3,220,0,2
49677,56,4,1,0,2
49677,56,3,210,0,2
49677,62,23,1,0,2
49677,62,8,210,0,2
49677,62,5,220,0,2
49677,62,8,230,0,2
49677,72,13,1,0,2
49677,72,4,210,0,2
49677,72,5,230,0,2
49677,81,25,1,0,2
49677,81,15,210,0,2
49677,81,7,220,0,2
