Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Aug 5th, 2020",default-farmersmarket-4-3.jpg,300207,Webster Springs Farmer's Market,,Mike Hall,mlhall@mail.wvu.edu,304-847-2727,,,,,,,,"Baker's Island, Webster Springs, West Virginia 26288",West Virginia,Webster Springs,Baker's Island,26288,-80.415459,38.478420,July to October,"Fresh fruits, Fresh vegetables, Baked goods, Honey"
farmers market,"Jan 11th, 2021",default-farmersmarket-4-3.jpg,301371,Putnam Farmer's Market,,Gene Bennett,theputnamfarmersmarket@gmail.com,3045615770,www.pfmwv.com,Putnam Farmers Market,,,,,,"1 Valley Park Drive, Hurricane, West Virginia 25526",West Virginia,Hurricane,1 Valley Park Drive,25526,-81.995042,38.440335,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dry beans, Eggs, Fresh/dried herbs, Honey, Maple products, Mushrooms, Poultry/fowl meat and products, Prepared foods, Soap/body care products"
farmers market,"Jan 26th, 2021",default-farmersmarket-4-3.jpg,300363,Putnam Farmers Market,,Elizabeth Mosteller,theputnamfarmersmarket@gmail.com,13045615770,https://www.pfmwv.com,putnamfarmersmarket,,,,,,"1 Valley Way, Hurricane, West Virginia 25526",West Virginia,Hurricane,1 Valley Way,25526,-81.995540,38.441892,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Eggs, Fresh/dried herbs, Honey, Maple products, Mushrooms, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Jan 27th, 2021",default-farmersmarket-4-3.jpg,300810,Williamson Farmers Market,,Kristin DeBoard,kdeboard@williamsonhealthwellness.com,304-235-3400,www.healthyinthehills.com,https://www.facebook.com/WilliamsonFarmersMarket/,,,,,,"54 3rd. Ave. W., Williamson, West Virginia 25661",West Virginia,Williamson,54 3rd. Ave. W.,25661,-82.277984,37.674029,June to September,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Crafts/woodworking items, Eggs, Fresh/dried herbs, Honey, Mushrooms, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Jan 4th, 2021",default-farmersmarket-4-3.jpg,300598,Charles Town Farmers Market,,Fiona,charlestownfarmersmarket@gmail.com,304-579-0924,https://ctfm.jeffersongap.org,"Charles Town Farmers Market, WV",,,,,,"100 block of South Samuel Street, Charles Town, West Virginia 25414",West Virginia,Charles Town,100 block of South Samuel Street,25414,-77.858454,39.289073,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Eggs, Fish/seafood, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Mushrooms, Poultry/fowl meat and products, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313639,Alderson Community Market,,,aldersonmarket@gmail.com,304-445-7893,http://aldersonfoodhub.org/community-market.html,https://www.facebook.com/aldersonfood/,,,,,,"109 Cherry Ave., Alderson, WV, 24910",West Virginia,Alderson,109 Cherry Ave.,24910,-80.63532689919406,37.724808351790216,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313640,Almost Heaven Farmers' Market,,,,,http://www.cityofbluefield.com/Default.asp?ID=228&pg=Almost+Heaven+Farmer%27s+Market,,,,,,,"3977 E. Cumberland Rd., Bluefield, WV, 24701",West Virginia,Bluefield,3977 E. Cumberland Rd.,24701,-81.18723968033382,37.26222546782276,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313641,Arnettsville Farmers' Market,,,mcmaster38@msn.com,304-278-2021,,,,,,,,"4120 Fairmont Rd., Arnettsville Community Center, Morgantown, WV, 26501",West Virginia,Morgantown,4120 Fairmont Rd.,26501,-80.09147602913143,39.58785514173653,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313642,Barbour County Community Garden Market,,,gardenmarket@heartandhandhouse.org,304-457-5774,http://www.heartandhandhouse.org/home/ministries/garden-market,https://www.facebook.com/bccgardenmarket,,,,,,"106 S. Main St., Philippi, WV, 26416",West Virginia,Philippi,106 S. Main St.,26416,-80.03707255001179,39.150611208869485,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313643,Beckley Uptown Farmers' Market,,,david.richmond@mail.wvu.edu,304-255-9321,,,,,,,,"W. Neville St. and Prince St., Beckley, WV, 25801",West Virginia,Beckley,W. Neville St. and Prince St.,25801,-81.19569001775034,37.77607001260671,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313644,Berkeley Springs Farmers' Market,,,info@berkeleyspringsfarmersmarket.com,304-258-8400,http://www.berkeleyspringsfarmersmarket.org/,https://www.facebook.com/Berkeley.Springs.Farmers.Market,,,,,,"129 Fairfax St., Berkeley Springs, WV, 25411",West Virginia,Berkeley Springs,129 Fairfax St.,25411,-78.22649896993605,39.62660300062345,,
farmers market,"Mar 27th, 2023",default-farmersmarket-4-3.jpg,313645,Braxton County Tailgate Market,,,JNidiffer10@hotmail.com,,,,,,,,,"742 Elk St., Gassaway, WV, 26624",West Virginia,Gassaway,742 Elk St.,26624,-80.77183217380906,38.67565355029936,,
