Zip Code,naics,Establishments,Employees,Payroll,IND Level
24605,00,215,001,128292,2
24605,00,88,210,0,2
24605,00,48,220,0,2
24605,00,41,230,0,2
24605,00,19,241,0,2
24605,00,12,242,0,2
24605,00,5,251,0,2
24605,21,4,001,0,2
24605,23,4,001,0,2
24605,23,3,210,0,2
24605,31-33,13,001,0,2
24605,31-33,4,241,0,2
24605,31-33,3,242,0,2
24605,42,8,001,0,2
24605,42,4,210,0,2
24605,44-45,35,001,0,2
24605,44-45,8,210,0,2
24605,44-45,10,220,0,2
24605,44-45,11,230,0,2
24605,44-45,3,251,0,2
24605,51,4,001,0,2
24605,52,24,001,0,2
24605,52,15,210,0,2
24605,52,4,220,0,2
24605,52,4,230,0,2
24605,53,10,001,0,2
24605,53,7,210,0,2
24605,54,17,001,0,2
24605,54,11,210,0,2
24605,54,3,220,0,2
24605,61,3,001,0,2
24605,62,38,001,0,2
24605,62,15,210,0,2
24605,62,14,220,0,2
24605,62,6,230,0,2
24605,72,20,001,0,2
24605,72,10,230,0,2
24605,72,6,241,0,2
24605,81,28,001,0,2
24605,81,15,210,0,2
24605,81,7,220,0,2
24605,81,5,230,0,2
