Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Feb 1st, 2021",default-farmersmarket-4-3.jpg,300444,Muldoon Farmers Market,,Madison Mcenany,muldoonfarmersmarket@yahoo.com,907-529-0797,http://muldoonfarmersmarket.org,http://www.facebook.com/muldoonfarmersmarket,http://twitter.com/MuldoonFarmers,,,,,"1301 Muldoon Road, Anchorage, Alaska 99504",Alaska,Anchorage,1301 Muldoon Road,99504,-149.73118,61.2089910,June to September,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Eggs, Fish/seafood, Fresh/dried herbs, Honey, Prepared foods, Soap/body care products"
farmers market,"Jan 11th, 2021",default-farmersmarket-4-3.jpg,301076,Soldotna Saturday Farmers Market,,Elaine Howell,soldotnasaturdayfarmersmarket@gmail.com,907-394-2175,soldotnasaturdayfarmersmarket.com,Facebook.com/soldotnasaturdayfarmersmarket,,,,,,"193 E. Corral Ave, Soldotna, Alaska 99669",Alaska,Soldotna,193 E. Corral Ave,99669,-151.06758,60.493040,June to September,"Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Eggs, Fresh/dried herbs, Honey, Mushrooms, Poultry/fowl meat and products, Prepared foods, Soap/body care products, Wild harvested forest products"
farmers market,"Jan 4th, 2021",default-farmersmarket-4-3.jpg,300235,Homer Farmers Market,,Robbi Mixon,manager@homerfarmersmarket.org,907-299-7540,www.homerfarmersmarket.org,https://www.facebook.com/homerakfarmersmarket/,,,,,,"Ocean Drive, Homer, Alaska 99603",Alaska,Homer,Ocean Drive,99603,-151.51234,59.638109,May to September,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Eggs, Fish/seafood, Fresh/dried herbs, Grains/flour, Honey, Juices/non-alcoholic ciders, Mushrooms, Nursery stock, Pet food, Poultry/fowl meat and products, Prepared foods, Soap/body care products, Wild harvested forest products"
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,308229,Anchor Point Saturday Farmers' Market,,,dawnsky1@hotmail.com,907-235-2264,,,,,,,,"Sterling Hwy. & Milo Fritz Rd., Anchor Point, AK 99556",Alaska,Anchor Point,Sterling Hwy. & Milo Fritz Rd.,99556,-151.83330001860546,59.779630014570245,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,308230,Alaska Pacific University Farmers' Market,,,cpavadore@alaskapacific.edu,907-564-8230,,,,,,,,"4101 University Dr., Anchorage, AK 99508",Alaska,Anchorage,4101 University Dr.,99508,-149.80606570598204,61.18834840755866,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,308231,Anchorage Farmers Market,,,,,http://www.anchoragefarmersmarket.org,,,,,,,"1420 Cordova St, Anchorage, AK 99501",Alaska,Anchorage,1420 Cordova St,99501,-149.87920238543765,61.20844983116041,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,308232,Anchorage Market & Festival,,,,,https://twitter.com/AnchorageMarket*http://www.anchoragemarkets.com,,,,,,,"E St & W 3rd Ave, Anchorage, AK 99501",Alaska,Anchorage,E St & W 3rd Ave,99501,-149.89138002036668,61.21953000371323,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,308233,Anchorage Midtown Market,,,,,,https://facebook.com/AnchorageMidtownFarmersMarket*https://www.facebook.com/AnchorageMidtownFarmersMarket,,,,,,"900 E Benson Blvd, Anchorage, AK 99508",Alaska,Anchorage,900 E Benson Blvd,99508,-149.8655843711945,61.19341965596916,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,308234,Central Kenai Peninsula Farmers' Market,,,clayton@alaska.net,907-262-5463,,,,,,,,"E. Corral Ave. and Kenai Spur Hwy., Soldotna, AK 99669",Alaska,Soldotna,E. Corral Ave. and Kenai Spur Hwy.,99669,-151.06730999009093,60.49321001418551,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,308235,Depot Farm Market,,,depotfarmmarket@gmail.com,,,https://www.facebook.com/depotfarmmarket,,,,,,"610 S. Valley Way, Palmer, AK 99645",Alaska,Palmer,610 S. Valley Way,99645,-149.1135659763187,61.60002901293339,,
