Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
71295,00,305,1,77287,2
71295,00,166,210,0,2
71295,00,72,220,0,2
71295,00,38,230,0,2
71295,00,22,241,0,2
71295,00,3,242,0,2
71295,00,3,251,0,2
71295,11,5,1,0,2
71295,11,3,210,0,2
71295,21,4,1,0,2
71295,21,4,210,0,2
71295,22,4,1,0,2
71295,23,12,1,0,2
71295,23,9,210,0,2
71295,31-33,5,1,0,2
71295,42,14,1,0,2
71295,42,5,210,0,2
71295,42,5,220,0,2
71295,42,3,241,0,2
71295,44-45,57,1,0,2
71295,44-45,19,210,0,2
71295,44-45,22,220,0,2
71295,44-45,9,230,0,2
71295,44-45,6,241,0,2
71295,48-49,12,1,0,2
71295,48-49,8,210,0,2
71295,51,7,210,0,2
71295,51,7,1,0,2
71295,52,31,1,0,2
71295,52,22,210,0,2
71295,52,3,220,0,2
71295,52,4,230,0,2
71295,53,12,1,0,2
71295,53,9,210,0,2
71295,53,3,220,0,2
71295,54,28,1,0,2
71295,54,23,210,0,2
71295,54,3,220,0,2
71295,56,9,1,0,2
71295,56,5,210,0,2
71295,56,3,230,0,2
71295,61,4,1,0,2
71295,61,3,210,0,2
71295,62,36,1,0,2
71295,62,14,210,0,2
71295,62,10,220,0,2
71295,62,6,230,0,2
71295,71,6,1,0,2
71295,71,5,210,0,2
71295,72,21,1,0,2
71295,72,5,210,0,2
71295,72,5,220,0,2
71295,72,6,230,0,2
71295,72,4,241,0,2
71295,81,37,1,0,2
71295,81,22,210,0,2
71295,81,10,220,0,2
71295,81,3,230,0,2
