Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
on-farm market,"Apr 11th, 2016",default-onfarmmarket-4-3.jpg,701326,Windy Brow Farms,,Jacob Hunt,jake@windybrowfarms.com,8622685727,www.windybrowfarms.com,https://www.facebook.com/windybrowfarms,https://twitter.com/windybrowfarms,,,,,"359 Rt 519, Newton, New Jersey 07860",New Jersey,Newton,359 Rt 519,07860,-74.781489,41.038576,,
on-farm market,"Apr 11th, 2022",default-onfarmmarket-4-3.jpg,700283,Bobolink (llc) Dairy,,Jonathan White,jonathan@cowsoutside.com,908-864-7277,Www cowsoutside.com,https://www.facebook.com/pages/Bobolink-Dairy-Bakehouse/203077189739087,,,,,,"369 Stamets Rd, Milford, New Jersey 08848",New Jersey,Milford,369 Stamets Rd,08848,-75.062493,40.5671520,,
on-farm market,"Apr 21st, 2016",default-onfarmmarket-4-3.jpg,701328,The Original Columbus Farm & Market,,Donna Bouchelle,bouch15@verizon.net,6092910982,,https://www.facebook.com/The-Original-Columbus-Farm-and-Market-616834061703107/,,,,,,"22975 columbus rd, columbus, New Jersey 08022",New Jersey,columbus,22975 columbus rd,08022,-74.748740,40.074548,,
on-farm market,"Aug 13th, 2014",default-onfarmmarket-4-3.jpg,700699,Hayniczs Orchardview Farm Market and Greenhouse,,KATHY HAYNICZ,kbhaynicz@yahoo.com,856-881-1004,www.hayniczorchardviewfarm.com,https://www.facebook.com/pages/Hayniczs-Orchardview-Farm-Market-and-Greenhouse/197438020269238?ref=br_tf,,,,,,"1091 Elk Road - Corner Of Buck And Elk Roads, Monroeville, New Jersey 8343",New Jersey,Monroeville,1091 Elk Road - Corner Of Buck And Elk Roads,8343,-75.123725,39.6445383,,
on-farm market,"Aug 14th, 2014",default-onfarmmarket-4-3.jpg,700092,Oasis Family Farm,,Oasis Family Farm,events@oasisfamilyfarm.com,609-259-7300,www.oasisfamilyfarm.com,https://www.facebook.com/oasisfarm,,,,,,"3 Circle Dr, Robbinsville, New Jersey 08691",New Jersey,Robbinsville,3 Circle Dr,08691,-74.634241,40.201936,,
on-farm market,"Aug 14th, 2014",default-onfarmmarket-4-3.jpg,700425,Bills Figs,,William Muzychko,wmuzy@comcast.net,908-806-4887,wmuzy@comcast.net,,,,,,,"329 Old York Road, Flemington, New Jersey 08822",New Jersey,Flemington,329 Old York Road,08822,-74.809680,40.5057570,,
on-farm market,"Aug 14th, 2014",default-onfarmmarket-4-3.jpg,700616,Blue Moon Acres: Certified Organic Farm and Market,,Natalie Rockwell,nrockwell@bluemoonacres.net,609-737-8333,www.bluemoonacres.com,https://www.facebook.com/BlueMoonAcresFarm,https://twitter.com/bmacres,,,,http://bluemoonacres.com/category/news/,"11 Willow Creek Dr., Pennington, New Jersey 08534",New Jersey,Pennington,11 Willow Creek Dr.,08534,-74.787865,40.3470090,,
on-farm market,"Aug 15th, 2014",default-onfarmmarket-4-3.jpg,700310,"My Poppy's Alpacas, LLC",,Kevin Halpin,info@mypoppysalpacas.com,732-665-6445,http://www.mypoppysalpacas.com/,https://www.facebook.com/pages/My-Poppys-Alpacas/147695915737,https://twitter.com/MyPoppysAlpacas,,,,,"59 Hopkins Rd., Plumsted, New Jersey 08533",New Jersey,Plumsted,59 Hopkins Rd.,08533,-74.473712,40.090669,,
on-farm market,"Aug 25th, 2014",default-onfarmmarket-4-3.jpg,700935,Sweet Sourland Farms,,Constance Katzenbach,cbktznbch@verizon.net,(609) 466-9241,90 Lambertville-Hopewell Rd.,,90 Lambertville-Hopewell Rd.,,,,,"90 Lambertville-Hopewell Rd., Hopewell, New Jersey 08525",New Jersey,Hopewell,90 Lambertville-Hopewell Rd.,08525,-74.788613,40.388164,,
on-farm market,"Aug 26th, 2014",default-onfarmmarket-4-3.jpg,700593,Mount Vernon Farms,,Elmer Platz,platzpt@warwick.net,973-764-6137,www.njtreefarmer.com,https://www.facebook.com/MountVernonFarms,,,,,,"418 Route 515, Vernon, New Jersey 07462",New Jersey,Vernon,418 Route 515,07462,-74.489736,41.175661,,
on-farm market,"Aug 30th, 2014",default-onfarmmarket-4-3.jpg,700991,Little Hooves Romneys,,Charlene Carlisle,ccshep1@aol.com,8568661747,www.LittleHoovesRomneys.com,https://www.facebook.com/pages/Little-Hooves-Romneys/176597835758599,,,,,,"510 Centerton Rd, MOORESTOWN, New Jersey 08057",New Jersey,MOORESTOWN,510 Centerton Rd,08057,-74.895029,39.986156,,
on-farm market,"Aug 3rd, 2014",default-onfarmmarket-4-3.jpg,700657,Stiles Farm and Nursery,,,mpsljs@yahoo.com,609-463-9680,,,,,,,,"172 South Delsea Drive Route 47, Cape May Court House, New Jersey 8210",New Jersey,Cape May Court House,172 South Delsea Drive Route 47,8210,-75.04272,39.489142,,
on-farm market,"Dec 9th, 2014",default-onfarmmarket-4-3.jpg,701180,Tidewater Natural Farms,,Steven C Sockwell,s1100@comcast.net,8567851001,,,,,,,,"70 High Street, LEESBURG, New Jersey 08327",New Jersey,LEESBURG,70 High Street,08327,-74.976953,39.251340,,
on-farm market,"Feb 12th, 2018",default-onfarmmarket-4-3.jpg,700492,DiMeo Farms & Blueberry Plants Nursery,,DiMeo Farms & Blueberry Plants Nursery Mgr.,dimeofarms@gmail.com,(609) 561-5905,http://www.DiMeoFarms.com,https://www.facebook.com/dimeofarms,http://twitter.com/dimeofarms,,,,http://www.dimeofruitfarms.com,"3101 Nesco Road, Hammonton, New Jersey 08037",New Jersey,Hammonton,3101 Nesco Road,08037,-74.726500,39.640696,,
on-farm market,"Feb 9th, 2020",default-onfarmmarket-4-3.jpg,701503,"GrowingDirt.com, a farm at Agrestic Acres",,Jeff Wallace,Info@GrowingDirt.com,908-605-0041,Www.growingdirt.com,@GrowingDirt,,,,,,"51 Lenape lane, Allamuchy, New Jersey 07838",New Jersey,Allamuchy,51 Lenape lane,07838,-74.81256,40.922363,,
