	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
7	36	999	Statewide	11	Other marine fishing	36	114119	2.0	1.3333333333333333
14	36	999	Statewide	21	All other metal ore mining	36	212299	1.0	1.0
16	36	999	Statewide	21	Bituminous coal underground mining	36	212112	1.0	1.0
17	36	999	Statewide	21	Clay and ceramic and refractory minerals mining	36	212325	4.0	1.8
25	36	999	Statewide	21	Industrial sand mining	36	212322	4.0	1.4
26	36	999	Statewide	21	Lead ore and zinc ore mining	36	212231	3.0	1.2
27	36	999	Statewide	21	Natural gas liquid extraction	36	211112	3.0	1.25
28	36	999	Statewide	21	Other chemical and fertilizer mineral mining	36	212393	6.0	3.0
30	36	999	Statewide	21	Potash, soda, and borate mineral mining	36	212391	3.0	1.8
34	36	999	Statewide	22	Electric bulk power transmission and control	36	221121	12.0	5.6
39	36	999	Statewide	22	Nuclear electric power generation	36	221113	18.0	9.0
82	36	999	Statewide	31	Beet sugar manufacturing	36	311313	2.0	1.0
84	36	999	Statewide	31	Breakfast cereal manufacturing	36	311230	4.25	2.8
104	36	999	Statewide	31	Fats and oils refining and blending	36	311225	9.0	3.4
111	36	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	36	311411	11.0	4.0
119	36	999	Statewide	31	Malt manufacturing	36	311213	2.0	2.0
134	36	999	Statewide	31	Rice milling	36	311212	1.0	1.0
146	36	999	Statewide	31	Wet corn milling	36	311221	1.0	1.0
157	36	999	Statewide	32	All other petroleum and coal products manufacturing	36	324199	3.0	1.25
160	36	999	Statewide	32	Artificial and synthetic fibers and filaments manufacturing	36	325220	7.0	3.0
175	36	999	Statewide	32	Cyclic crude, intermediate, and gum and wood chemical manufacturing	36	325194	2.0	1.0
176	36	999	Statewide	32	Engineered wood member (except truss) manufacturing	36	321213	3.0	1.4
178	36	999	Statewide	32	Explosives manufacturing	36	325920	5.0	2.0
186	36	999	Statewide	32	Hardwood veneer and plywood manufacturing	36	321211	5.0	2.2
190	36	999	Statewide	32	Manufactured home (mobile home) manufacturing	36	321991	8.0	3.4
204	36	999	Statewide	32	Petrochemical manufacturing	36	325110	4.0	1.4
208	36	999	Statewide	32	Phosphatic fertilizer manufacturing	36	325312	2.0	1.0
228	36	999	Statewide	32	Softwood veneer and plywood manufacturing	36	321212	4.0	1.6
231	36	999	Statewide	32	Surface active agent manufacturing	36	325613	6.0	2.4
232	36	999	Statewide	32	Synthetic dye and pigment manufacturing	36	325130	10.0	3.8
233	36	999	Statewide	32	Synthetic rubber manufacturing	36	325212	6.0	3.0
234	36	999	Statewide	32	Tire manufacturing (except retreading)	36	326211	12.0	5.8
252	36	999	Statewide	33	All other transportation equipment manufacturing	36	336999	19.75	8.4
253	36	999	Statewide	33	Alumina refining and primary aluminum production	36	331313	5.0	2.6
255	36	999	Statewide	33	Aluminum sheet, plate, and foil manufacturing	36	331315	9.0	3.8
256	36	999	Statewide	33	Ammunition (except small arms) manufacturing	36	332993	2.0	1.0
268	36	999	Statewide	33	Burial casket manufacturing	36	339995	5.0	1.6
272	36	999	Statewide	33	Computer storage device manufacturing	36	334112	5.0	1.8
284	36	999	Statewide	33	Electric lamp bulb and part manufacturing	36	335110	5.0	2.2
296	36	999	Statewide	33	Fluid power pump and motor manufacturing	36	333996	8.0	3.4
300	36	999	Statewide	33	Guided missile and space vehicle manufacturing	36	336414	2.0	1.0
301	36	999	Statewide	33	Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing	36	336415	2.0	1.0
307	36	999	Statewide	33	Household refrigerator and home freezer manufacturing	36	335222	2.0	1.0
311	36	999	Statewide	33	Industrial truck, trailer, and stacker machinery manufacturing	36	333924	22.0	9.8
318	36	999	Statewide	33	Iron and steel pipe and tube manufacturing from purchased steel	36	331210	7.333333333333333	3.0
323	36	999	Statewide	33	Light truck and utility vehicle manufacturing	36	336112	2.0	1.0
327	36	999	Statewide	33	Measuring and dispensing pump manufacturing	36	333913	2.0	1.0
337	36	999	Statewide	33	Mining machinery and equipment manufacturing	36	333131	6.0	2.2
339	36	999	Statewide	33	Motor home manufacturing	36	336213	4.0	1.4
346	36	999	Statewide	33	Motor vehicle steering and suspension components (except spring) manufacturing	36	336330	9.0	3.8
351	36	999	Statewide	33	Nonferrous forging	36	332112	2.0	1.0
358	36	999	Statewide	33	Oil and gas field machinery and equipment manufacturing	36	333132	10.0	4.2
370	36	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	36	336419	1.0	1.0
383	36	999	Statewide	33	Powder metallurgy part manufacturing	36	332117	5.0	2.4
401	36	999	Statewide	33	Scale and balance manufacturing	36	333997	4.0	2.0
403	36	999	Statewide	33	Secondary smelting and alloying of aluminum	36	331314	9.0	3.6
419	36	999	Statewide	33	Steel foundries (except investment)	36	331513	5.25	2.2
420	36	999	Statewide	33	Steel investment foundries	36	331512	4.0	2.0
576	36	999	Statewide	48	All other pipeline transportation	36	486990	3.0	3.0
583	36	999	Statewide	48	Commuter rail systems	36	485112	1.0	1.0
585	36	999	Statewide	48	Deep sea passenger transportation	36	483112	7.0	2.0
605	36	999	Statewide	48	Other urban transit systems	36	485119	7.0	2.4
607	36	999	Statewide	48	Pipeline transportation of crude oil	36	486110	3.0	1.6
681	36	999	Statewide	52	Monetary authorities - central bank	36	521110	6.25	2.6
