Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
30527,00,5,241,0,2
30527,00,77,1,18043,2
30527,00,50,210,0,2
30527,00,10,220,0,2
30527,00,11,230,0,2
30527,23,14,1,0,2
30527,23,7,210,0,2
30527,42,5,1,0,2
30527,42,5,210,0,2
30527,44-45,14,1,0,2
30527,44-45,8,210,0,2
30527,44-45,3,220,0,2
30527,48-49,6,210,0,2
30527,48-49,6,1,0,2
30527,52,3,1,0,2
30527,52,3,210,0,2
30527,53,6,1,0,2
30527,53,5,210,0,2
30527,54,4,1,0,2
30527,56,5,1,0,2
30527,56,4,210,0,2
30527,72,4,1,0,2
30527,62,5,1,0,2
30527,72,3,230,0,2
30527,81,6,1,0,2
30527,81,4,210,0,2
