Type,ModifyDate,Image,ListingID,Name,Description,ContactName,ContactEmail,ContactPhone,Website,Facebook,Twitter,Instagram,Pinterest,Youtube,Blog,Address,State,City,Street,Zip,Longitude,Latitude,Dates,Products
farmers market,"Feb 9th, 2021",default-farmersmarket-4-3.jpg,300316,Norfolk Farmers Market,,Angela Bollard,marketmaster@norfolkfarmersmarket.org,8605426873,http://www.norfolkfarmersmarket.org,https://www.facebook.com/NorfolkFarmersMarket,,,,,,"19 Maple Avenue, Norfolk, Connecticut 06058",Connecticut,Norfolk,19 Maple Avenue,06058,-73.197873,41.9907390,June to September,"Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wine, spirits, beer, hard cider"
farmers market,"Jan 21st, 2021",default-farmersmarket-4-3.jpg,300547,Voluntown Farmers' Market,,Voluntown Economic Development Commission,edc@voluntown.gov,8602086757,http://www.voluntown.biz/voluntown-farmers-market/schedule-of-events/,https://www.facebook.com/VoluntownFarmersArtisansMarket/,,,,,,"195 Main Street, Voluntown, Connecticut 06384",Connecticut,Voluntown,195 Main Street,06384,-71.865502,41.573913,July to October,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Crafts/woodworking items, Eggs, Fresh/dried herbs, Honey, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Jan 26th, 2021",default-farmersmarket-4-3.jpg,300033,Collinsville Farmers Market,,,collinsvillefarmersmarket@gmail.com,860-308-3157,www.collinsvillefarmersmarket.org,https://www.facebook.com/collinsvillefarmersmarket1,@CollinsvilleFM,,,,,"Main St. and Route 179, Collinsville, Connecticut 06019",Connecticut,Collinsville,Main St. and Route 179,06019,-72.923264,41.810819,June to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Red/other non-poultry meat and products, Soap/body care products, Wine, spirits, beer, hard cider"
farmers market,"Jan 26th, 2021",default-farmersmarket-4-3.jpg,300479,Lebanon Farmers Market,,Philip Chester,PChester@lebanonct.gov,860-642-2006,www.lebanonct.gov,Lebanon Farmers' Market,,,,,,"579 Exeter Road, Lebanon, Connecticut 06249",Connecticut,Lebanon,579 Exeter Road,06249,-72.212877,41.635781,May to October,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Honey, Juices/non-alcoholic ciders, Maple products, Poultry/fowl meat and products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Wine, spirits, beer, hard cider"
farmers market,"Jan 6th, 2021",default-farmersmarket-4-3.jpg,300589,Orange Community Farmers' Market,,Annemarie Sliby,asliby@orangeedc.com,203-891-1045,farmmarketorange.com,facebook.com/OrangeCTFarmersMarket,,,,,,"525 Orange Center Road, Orange , Connecticut 06477",Connecticut,Orange,525 Orange Center Road,06477,-73.021058,41.2735586,June to September,"Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Juices/non-alcoholic ciders, Maple products, Prepared foods, Red/other non-poultry meat and products, Soap/body care products"
farmers market,"Jul 19th, 2021",default-farmersmarket-4-3.jpg,301566,West Haven Farmers Market,,Karina Curbelo,kcurbelo@westhaven-ct.gov,203-937-3510,,https://www.facebook.com/WestHavenFarmersMarket/,,,,,,"355 Main Street, West Haven, Connecticut 06516",Connecticut,West Haven,355 Main Street,06516,-72.949946,41.271879,July to October,"Fresh fruits, Fresh vegetables, Honey, Soap/body care products"
farmers market,"Jul 23rd, 2020",default-farmersmarket-4-3.jpg,301162,Manchester's Spruce Street Market,,Cynde Acanto,sprucestmarket@manchesterct.gov,8606473089,http://naf1.townofmanchester.org/index.cfm/spruce-street-market/,sprucestreetmarketct,,,,,,"163 Spruce St., Manchester, Connecticut 06040",Connecticut,Manchester,163 Spruce St.,06040,-72.518324,41.781503,July to August,"Fresh fruits, Fresh vegetables, Baked goods, Canned or preserved fruits/vegetables, Eggs, Fresh/dried herbs, Honey, Maple products, Prepared foods, Red/other non-poultry meat and products, Tofu/non-animal protein"
farmers market,"Jul 29th, 2021",default-farmersmarket-4-3.jpg,301583,South Windsor Farmers' Market,,Jennie Tetreault,jennie.tetreault@southwindsor-ct.gov,860-604-3882,https://southwindsor.recdesk.com/Community/Page?pageId=28812,https://www.facebook.com/SWPRD,,,,,,"220 Nevers Rd., South Windsor, Connecticut 06074",Connecticut,South Windsor,220 Nevers Rd.,06074,-72.551790,41.842841,,"Fresh fruits, Fresh vegetables, Baked goods, Bedding plants, Canned or preserved fruits/vegetables, Coffee/tea, Crafts/woodworking items, Cut flowers, Dairy products., Eggs, Fresh/dried herbs, Honey, Maple products, Pet food, Prepared foods, Red/other non-poultry meat and products, Soap/body care products, Tofu/non-animal protein, Wild harvested forest products"
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309139,Andover Farmers' Market,,,AndoverFarmersMarket@gmail.com,860-916-6122,,https://www.facebook.com/AndoverCTFarmersMarket,,,,,,"22 Long Hill Rd., Andover, CT, 06232",Connecticut,Andover,22 Long Hill Rd.,6232,-72.37325289660713,41.74202728189687,,
farmers market,"Mar 20th, 2023",default-farmersmarket-4-3.jpg,309140,Berlin Farmers Market,,,,860-828-5187,,,,,,,,"191 Farmington Avenue Hungerford Park, CT 06037",Connecticut,KENSINGTON,191 FARMINGTON AVE,6037,-72.78461695228474,41.64294343047201,,
