Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
76252,00,121,1,53190,2
76252,00,67,210,0,2
76252,00,24,220,0,2
76252,00,16,230,0,2
76252,00,9,241,0,2
76252,00,3,242,0,2
76252,21,9,1,0,2
76252,21,6,210,0,2
76252,22,3,1,0,2
76252,23,16,1,0,2
76252,23,12,210,0,2
76252,23,3,220,0,2
76252,31-33,4,230,0,2
76252,31-33,11,1,0,2
76252,31-33,3,210,0,2
76252,42,11,1,0,2
76252,42,4,210,0,2
76252,42,3,230,0,2
76252,44-45,17,1,0,2
76252,44-45,5,210,0,2
76252,44-45,7,220,0,2
76252,51,4,1,0,2
76252,52,5,1,0,2
76252,52,4,210,0,2
76252,53,3,1,0,2
76252,53,3,210,0,2
76252,54,10,1,0,2
76252,54,9,210,0,2
76252,56,4,1,0,2
76252,56,3,220,0,2
76252,62,5,210,0,2
76252,62,9,1,0,2
76252,72,5,1,0,2
76252,72,3,241,0,2
76252,81,8,1,0,2
76252,81,7,210,0,2
